component__best_path,component__bridge_coverage,component__coherence,component__coverage,component__fragility,component__redundancy,component__score_raw,dag_path,edge__alignment_mean,edge__edge_conf_mean,edge__edge_conf_raw_mean,edge__n_edges,edge__role_prior_mean,edge__synergy_mean,edge__trust_parent_mean,error_message,error_stage,graph_score,k,m,n_conclusion,n_edges,n_hypothesis,n_nodes,node_scores_path,paper_id,paper_key,rating,sheet,study_id,study_short_name,success,title,variant_id,variant_kind,variant_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.47845225911649925,0.4991666666666667,1.0,0.5,0.4833333333333333,0.5,,,0.1500000007,1,5,0,1,1,2,node_scores/dag_k001/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5183898433499299,0.5408333333333334,1.0,0.5,0.5416666666666667,0.5,,,0.1500000007,1,6,0,1,1,2,node_scores/dag_k001/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.49842105123321456,0.52,1.0,0.5,0.5125,0.5,,,0.1500000007,1,7,0,1,1,2,node_scores/dag_k001/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,0,0,0,1,1,node_scores/dag_k002/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,1,0,0,1,1,node_scores/dag_k002/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,2,0,0,1,1,node_scores/dag_k002/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,3,0,0,1,1,node_scores/dag_k002/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,4,0,0,1,1,node_scores/dag_k002/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,5,0,0,1,1,node_scores/dag_k002/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,6,0,0,1,1,node_scores/dag_k002/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,7,0,0,1,1,node_scores/dag_k002/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,0,,,,,node_scores/dag_k003/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,1,,,,,node_scores/dag_k003/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,2,,,,,node_scores/dag_k003/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,3,,,,,node_scores/dag_k003/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,4,,,,,node_scores/dag_k003/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,5,,,,,node_scores/dag_k003/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,6,,,,,node_scores/dag_k003/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k003.json,,,,,,,,KeyError: '3',rescoring_exception,nan,3,7,,,,,node_scores/dag_k003/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,0,,,,,node_scores/dag_k004/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,1,,,,,node_scores/dag_k004/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,2,,,,,node_scores/dag_k004/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,3,,,,,node_scores/dag_k004/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,4,,,,,node_scores/dag_k004/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,5,,,,,node_scores/dag_k004/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,6,,,,,node_scores/dag_k004/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k004.json,,,,,,,,KeyError: '2',rescoring_exception,nan,4,7,,,,,node_scores/dag_k004/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,0,0,0,1,1,node_scores/dag_k005/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,1,0,0,1,1,node_scores/dag_k005/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,2,0,0,1,1,node_scores/dag_k005/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,3,0,0,1,1,node_scores/dag_k005/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,4,0,0,1,1,node_scores/dag_k005/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,5,0,0,1,1,node_scores/dag_k005/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,6,0,0,1,1,node_scores/dag_k005/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,7,0,0,1,1,node_scores/dag_k005/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,0,,,,,node_scores/dag_k006/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,1,,,,,node_scores/dag_k006/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,2,,,,,node_scores/dag_k006/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,3,,,,,node_scores/dag_k006/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,4,,,,,node_scores/dag_k006/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,5,,,,,node_scores/dag_k006/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,6,,,,,node_scores/dag_k006/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
,,,,,,,dag/dag_k006.json,,,,,,,,KeyError: '2',rescoring_exception,nan,6,7,,,,,node_scores/dag_k006/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,0,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,0,0,0,1,1,node_scores/dag_k007/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,1,0,0,1,1,node_scores/dag_k007/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,2,0,0,1,1,node_scores/dag_k007/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,3,0,0,1,1,node_scores/dag_k007/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,4,0,0,1,1,node_scores/dag_k007/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,5,0,0,1,1,node_scores/dag_k007/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,4,propagation_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_edges_low_alignment,drop_edges_by_feature_threshold,Drop edges with alignment < 0.05
